pclass,survived,sex,age,fare,embarked
2,0,0,32.0,13.0,S
2,0,0,17.0,73.5,S
2,0,0,29.0,27.72,C
2,1,1,24.0,27.72,C
2,0,0,25.0,31.5,S
2,0,0,18.0,73.5,S
2,1,1,18.0,23.0,S
2,1,1,34.0,23.0,S
2,0,0,54.0,26.0,S
2,1,0,8.0,32.5,S
2,0,0,42.0,32.5,S
2,1,1,34.0,32.5,S
2,1,1,27.0,13.86,C
2,1,1,30.0,13.86,C
2,0,0,23.0,13.0,S
2,0,0,21.0,13.0,S
2,0,0,18.0,13.0,S
2,0,0,40.0,26.0,S
2,1,1,29.0,26.0,S
2,0,0,18.0,10.5,S
2,0,0,36.0,13.0,S
2,0,0,30.0,0.0,S
2,0,1,38.0,13.0,S
2,0,0,35.0,26.0,S
2,0,0,38.0,21.0,S
2,0,0,34.0,21.0,S
2,1,1,34.0,13.0,S
2,0,0,16.0,26.0,S
2,0,0,26.0,10.5,S
2,0,0,47.0,10.5,S
2,0,0,21.0,11.5,S
2,0,0,21.0,11.5,S
2,0,0,24.0,13.5,S
2,0,0,24.0,13.0,S
2,0,0,34.0,13.0,S
2,0,0,30.0,13.0,S
2,0,0,52.0,13.0,S
2,0,0,30.0,13.0,S
2,1,0,0.67,14.5,S
2,1,1,24.0,14.5,S
2,0,0,44.0,13.0,S
2,1,1,6.0,33.0,S
2,0,0,28.0,33.0,S
2,1,0,62.0,10.5,S
2,0,0,30.0,10.5,S
2,1,1,7.0,26.25,S
2,0,0,43.0,26.25,S
2,1,1,45.0,26.25,S
2,1,1,24.0,65.0,S
2,1,1,24.0,65.0,S
2,0,0,49.0,65.0,S
2,1,1,48.0,65.0,S
2,1,1,55.0,16.0,S
2,0,0,24.0,73.5,S
2,0,0,32.0,73.5,S
2,0,0,21.0,73.5,S
2,0,1,18.0,13.0,S
2,1,1,20.0,23.0,S
2,0,0,23.0,11.5,S
2,0,0,36.0,13.0,S
2,1,1,54.0,23.0,S
2,0,0,50.0,13.0,S
2,0,0,44.0,26.0,S
2,1,1,29.0,26.0,S
2,0,0,21.0,73.5,S
2,1,0,42.0,13.0,S
2,0,0,63.0,26.0,S
2,0,1,60.0,26.0,S
2,0,0,33.0,12.28,S
2,1,1,17.0,10.5,S
2,0,0,42.0,27.0,S
2,1,1,24.0,27.0,S
2,0,0,47.0,15.0,S
2,0,0,24.0,31.5,S
2,0,0,22.0,31.5,S
2,0,0,32.0,10.5,S
2,1,1,23.0,13.79,C
2,0,0,34.0,26.0,S
2,1,1,24.0,26.0,S
2,0,1,22.0,21.0,S
2,1,1,30.0,12.35,Q
2,0,0,35.0,12.35,Q
2,1,1,45.0,13.5,S
2,0,0,57.0,12.35,Q
2,0,0,30.0,0.0,S
2,0,0,31.0,10.5,S
2,0,1,26.0,26.0,S
2,0,0,30.0,26.0,S
2,0,0,30.0,10.71,Q
2,1,1,1.0,41.58,C
2,1,1,3.0,41.58,C
2,0,0,25.0,41.58,C
2,1,1,22.0,41.58,C
2,1,1,17.0,12.0,C
2,1,1,30.0,33.0,S
2,1,1,34.0,10.5,S
2,0,0,36.0,12.88,C
2,0,0,24.0,10.5,S
2,0,0,61.0,12.35,Q
2,0,0,50.0,26.0,S
2,1,1,42.0,26.0,S
2,0,1,57.0,10.5,S
2,0,0,30.0,15.05,C
2,1,0,1.0,37.0,C
2,0,0,31.0,37.0,C
2,1,1,24.0,37.0,C
2,0,0,30.0,15.58,C
2,0,0,30.0,13.0,S
2,0,0,40.0,16.0,S
2,0,0,32.0,13.5,S
2,0,0,30.0,13.0,S
2,0,0,46.0,26.0,S
2,1,1,13.0,19.5,S
2,1,1,41.0,19.5,S
2,1,0,19.0,10.5,S
2,0,0,39.0,13.0,S
2,0,0,48.0,13.0,S
2,0,0,70.0,10.5,S
2,0,0,27.0,13.0,S
2,0,0,54.0,14.0,S
2,0,0,39.0,26.0,S
2,0,0,16.0,10.5,S
2,0,0,62.0,9.69,Q
2,0,0,32.5,30.07,C
2,1,1,14.0,30.07,C
2,1,0,2.0,26.0,S
2,1,0,3.0,26.0,S
2,0,0,36.5,26.0,S
2,0,0,26.0,13.0,S
2,0,0,19.0,36.75,S
2,0,0,28.0,13.5,S
2,1,0,20.0,13.86,C
2,1,1,29.0,10.5,S
2,0,0,39.0,13.0,S
2,1,0,22.0,10.5,S
2,1,0,30.0,13.86,C
2,0,0,23.0,10.5,S
2,1,0,29.0,13.86,C
2,0,0,28.0,10.5,S
2,0,0,30.0,0.0,S
2,1,1,50.0,26.0,S
2,0,0,19.0,10.5,S
2,0,0,30.0,15.05,C
2,0,0,41.0,13.0,S
2,1,1,21.0,21.0,S
2,1,1,19.0,26.0,S
2,0,0,43.0,21.0,S
2,1,1,32.0,13.0,S
2,0,0,34.0,13.0,S
2,1,0,30.0,12.74,C
2,0,0,27.0,15.03,C
2,1,1,2.0,26.0,S
2,1,1,8.0,26.0,S
2,1,1,33.0,26.0,S
2,0,0,36.0,10.5,S
2,0,0,34.0,21.0,S
2,1,1,30.0,21.0,S
2,1,1,28.0,13.0,S
2,0,0,23.0,15.05,C
2,1,0,0.83,18.75,S
2,1,0,3.0,18.75,S
2,1,1,24.0,18.75,S
2,1,1,50.0,10.5,S
2,0,0,19.0,10.5,S
2,1,1,21.0,10.5,S
2,0,0,26.0,13.0,S
2,0,0,25.0,13.0,S
2,0,0,27.0,26.0,S
2,1,1,25.0,26.0,S
2,1,1,18.0,13.0,S
2,1,1,20.0,36.75,S
2,1,1,30.0,13.0,S
2,0,0,59.0,13.5,S
2,1,1,30.0,12.35,Q
2,0,0,35.0,10.5,S
2,1,1,40.0,13.0,S
2,0,0,25.0,13.0,S
2,0,0,41.0,15.05,C
2,0,0,25.0,10.5,S
2,0,0,18.5,13.0,S
2,0,0,14.0,65.0,S
2,1,1,50.0,10.5,S
2,0,0,23.0,13.0,S
2,1,1,28.0,12.65,S
2,1,1,27.0,10.5,S
2,0,0,29.0,21.0,S
2,0,1,27.0,21.0,S
2,0,0,40.0,13.0,S
2,1,1,31.0,21.0,S
2,0,0,30.0,21.0,S
2,0,0,23.0,10.5,S
2,1,1,31.0,21.0,S
2,0,0,30.0,0.0,S
2,1,1,12.0,15.75,S
2,1,1,40.0,15.75,S
2,1,1,32.5,13.0,S
2,0,0,27.0,26.0,S
2,1,1,29.0,26.0,S
2,1,0,2.0,23.0,S
2,1,1,4.0,23.0,S
2,1,1,29.0,23.0,S
2,1,1,0.92,27.75,S
2,1,1,5.0,27.75,S
2,0,0,36.0,27.75,S
2,1,1,33.0,27.75,S
2,0,0,66.0,10.5,S
2,0,0,30.0,12.88,S
2,1,0,31.0,13.0,S
2,1,0,30.0,13.0,S
2,1,1,26.0,13.5,S
2,0,1,24.0,13.0,S
3,0,0,42.0,7.55,S
3,0,0,13.0,20.25,S
3,0,0,16.0,20.25,S
3,1,1,35.0,20.25,S
3,1,1,16.0,7.65,S
3,1,0,25.0,7.65,S
3,1,0,20.0,7.92,S
3,1,1,18.0,7.23,C
3,0,0,30.0,7.25,S
3,0,0,26.0,8.05,S
3,0,1,40.0,9.48,S
3,1,0,0.83,9.35,S
3,1,1,18.0,9.35,S
3,1,0,26.0,18.79,C
3,0,0,26.0,7.89,S
3,0,0,20.0,7.92,S
3,0,0,24.0,7.05,S
3,0,0,25.0,7.05,S
3,0,0,35.0,8.05,S
3,0,0,18.0,8.3,S
3,0,0,32.0,22.52,S
3,1,1,19.0,7.85,S
3,0,0,4.0,31.28,S
3,0,1,6.0,31.28,S
3,0,1,2.0,31.28,S
3,1,1,17.0,7.92,S
3,0,1,38.0,7.78,S
3,0,1,9.0,31.28,S
3,0,1,11.0,31.28,S
3,0,0,39.0,31.28,S
3,1,0,27.0,7.8,S
3,0,0,26.0,7.78,S
3,0,1,39.0,31.28,S
3,0,0,20.0,7.85,S
3,0,0,26.0,7.9,S
3,0,0,25.0,17.8,S
3,0,1,18.0,17.8,S
3,0,0,24.0,7.78,S
3,0,0,35.0,7.05,S
3,0,0,5.0,31.39,S
3,0,0,9.0,31.39,S
3,1,0,3.0,31.39,S
3,0,0,13.0,31.39,S
3,1,1,5.0,31.39,S
3,0,0,40.0,31.39,S
3,1,0,23.0,7.8,S
3,1,1,38.0,31.39,S
3,1,1,45.0,7.22,C
3,0,0,21.0,7.22,C
3,0,0,23.0,7.05,S
3,0,1,17.0,14.46,C
3,0,0,30.0,7.22,C
3,0,0,23.0,7.85,S
3,1,1,13.0,7.23,C
3,0,0,20.0,7.22,C
3,0,0,32.0,15.85,S
3,1,1,33.0,15.85,S
3,1,1,0.75,19.26,C
3,1,1,0.75,19.26,C
3,1,1,5.0,19.26,C
3,1,1,24.0,19.26,C
3,1,1,18.0,8.05,S
3,0,0,40.0,7.22,C
3,0,0,26.0,7.9,S
3,1,0,20.0,7.23,C
3,0,1,18.0,14.45,C
3,0,1,45.0,14.45,C
3,0,1,27.0,7.88,Q
3,0,0,22.0,8.05,S
3,0,0,19.0,8.05,S
3,0,0,26.0,7.78,S
3,0,0,22.0,9.35,S
3,0,0,25.0,7.23,C
3,0,0,20.0,4.01,C
3,1,0,32.0,56.5,S
3,0,0,21.0,7.78,S
3,0,0,18.0,7.75,S
3,0,0,26.0,7.9,S
3,0,0,6.0,15.25,C
3,0,1,9.0,15.25,C
3,0,0,25.0,7.22,C
3,0,1,25.0,15.25,C
3,0,1,25.0,7.75,Q
3,0,0,40.0,15.5,Q
3,0,1,32.0,15.5,Q
3,0,0,21.0,16.1,S
3,1,1,22.0,7.72,Q
3,0,1,20.0,7.85,S
3,0,0,29.0,7.05,S
3,0,0,22.0,7.25,S
3,0,0,22.0,7.8,S
3,0,0,35.0,8.05,S
3,0,1,18.5,7.28,Q
3,1,0,21.0,7.82,Q
3,0,0,19.0,6.75,Q
3,0,1,18.0,7.88,Q
3,0,1,21.0,8.66,S
3,0,1,30.0,8.66,S
3,0,0,18.0,8.66,S
3,0,0,38.0,8.66,S
3,0,0,17.0,8.66,S
3,0,0,17.0,8.66,S
3,0,1,21.0,7.75,Q
3,0,0,21.0,7.75,Q
3,0,0,21.0,8.05,S
3,0,0,25.0,14.46,C
3,0,1,25.0,14.46,C
3,0,0,28.0,7.8,S
3,0,0,24.0,7.85,S
3,1,1,16.0,7.75,Q
3,0,1,37.0,7.75,Q
3,0,0,28.0,7.25,S
3,0,0,24.0,8.05,S
3,0,0,21.0,7.73,Q
3,1,0,32.0,56.5,S
3,0,0,29.0,8.05,S
3,0,0,26.0,14.45,C
3,0,0,18.0,14.45,C
3,0,0,20.0,7.05,S
3,1,0,18.0,8.05,S
3,0,0,24.0,7.25,Q
3,0,0,36.0,7.5,S
3,0,0,24.0,7.5,S
3,0,0,31.0,7.73,Q
3,0,0,31.0,7.75,Q
3,1,1,22.0,7.75,Q
3,0,1,30.0,7.63,Q
3,0,0,70.5,7.75,Q
3,0,0,43.0,8.05,S
3,0,0,35.0,7.9,S
3,0,0,27.0,7.9,S
3,0,0,19.0,7.9,S
3,0,0,30.0,8.05,S
3,1,0,9.0,15.9,S
3,1,0,3.0,15.9,S
3,1,1,36.0,15.9,S
3,0,0,59.0,7.25,S
3,0,0,19.0,8.16,S
3,1,1,17.0,16.1,S
3,0,0,44.0,16.1,S
3,0,0,17.0,8.66,S
3,0,0,22.5,7.22,C
3,1,0,45.0,8.05,S
3,0,1,22.0,10.52,S
3,0,0,19.0,10.17,S
3,1,1,30.0,6.95,Q
3,1,0,29.0,7.75,Q
3,0,0,0.33,14.4,S
3,0,0,34.0,14.4,S
3,0,1,28.0,14.4,S
3,0,0,27.0,7.9,S
3,0,0,25.0,7.9,S
3,0,0,24.0,24.15,S
3,0,0,22.0,8.05,S
3,0,0,21.0,24.15,S
3,0,0,17.0,8.05,S
3,0,0,25.0,16.1,S
3,1,1,25.0,16.1,S
3,1,0,36.5,17.4,S
3,1,1,36.0,17.4,S
3,1,0,30.0,9.5,S
3,0,0,16.0,9.5,S
3,1,0,1.0,20.58,S
3,1,1,0.17,20.58,S
3,0,0,26.0,20.58,S
3,1,1,33.0,20.58,S
3,0,0,25.0,7.9,S
3,0,0,25.0,7.9,S
3,0,0,25.0,7.9,S
3,0,0,22.0,7.25,S
3,0,0,36.0,7.25,S
3,1,1,19.0,7.88,Q
3,0,0,17.0,7.9,S
3,0,0,42.0,8.66,S
3,0,0,43.0,7.9,S
3,0,0,25.0,7.23,C
3,0,0,32.0,7.75,Q
3,1,0,19.0,8.05,S
3,1,1,30.0,12.48,S
3,0,1,24.0,7.75,Q
3,1,1,23.0,8.05,S
3,0,0,33.0,7.9,C
3,0,0,65.0,7.75,Q
3,1,0,24.0,7.55,S
3,0,0,23.0,13.9,S
3,1,1,22.0,13.9,S
3,0,0,18.0,7.78,S
3,0,0,16.0,7.78,S
3,0,0,45.0,6.98,S
3,0,0,25.0,7.22,C
3,0,0,39.0,7.23,C
3,0,0,17.0,7.23,C
3,0,0,15.0,7.23,C
3,0,0,47.0,7.25,S
3,1,1,5.0,12.48,S
3,0,0,25.0,7.22,C
3,0,0,40.5,15.1,S
3,0,0,40.5,7.75,Q
3,1,0,25.0,7.05,S
3,0,0,18.0,7.8,S
3,0,1,25.0,7.75,Q
3,0,0,25.0,7.75,Q
3,0,0,25.0,6.95,Q
3,0,0,26.0,7.88,Q
3,0,0,25.0,7.75,Q
3,1,0,25.0,56.5,S
3,0,1,21.0,34.38,S
3,0,1,9.0,34.38,S
3,0,0,25.0,8.05,S
3,0,0,18.0,34.38,S
3,0,0,16.0,34.38,S
3,0,1,48.0,34.38,S
3,0,0,25.0,7.75,Q
3,0,0,25.0,7.25,S
3,0,0,25.0,7.74,Q
3,0,0,25.0,14.5,S
3,0,0,25.0,7.9,C
3,0,0,22.0,8.05,S
3,1,1,16.0,7.73,Q
3,1,1,25.0,7.75,Q
3,1,0,9.0,20.52,S
3,0,0,33.0,20.52,S
3,0,0,41.0,7.85,S
3,1,1,31.0,20.52,S
3,0,0,38.0,7.05,S
3,0,0,9.0,46.9,S
3,0,0,1.0,46.9,S
3,0,0,11.0,46.9,S
3,0,1,10.0,46.9,S
3,0,1,16.0,46.9,S
3,0,0,14.0,46.9,S
3,0,0,40.0,46.9,S
3,0,1,43.0,46.9,S
3,0,0,51.0,8.05,S
3,0,0,32.0,8.36,S
3,0,0,25.0,8.05,S
3,0,0,20.0,9.85,S
3,0,0,37.0,7.92,S
3,0,0,28.0,7.92,S
3,0,0,19.0,7.78,S
3,0,1,24.0,8.85,S
3,0,1,17.0,7.73,Q
3,0,0,25.0,19.97,S
3,0,0,25.0,19.97,S
3,0,0,28.0,15.85,S
3,1,1,24.0,15.85,S
3,0,0,20.0,9.5,S
3,0,0,23.5,7.23,C
3,0,0,41.0,14.11,S
3,0,0,26.0,7.85,S
3,0,0,21.0,7.85,S
3,1,1,45.0,14.11,S
3,0,1,25.0,7.55,S
3,0,0,25.0,7.25,S
3,0,0,25.0,6.86,Q
3,0,0,11.0,18.79,C
3,1,1,25.0,7.75,Q
3,1,0,27.0,6.98,S
3,1,0,25.0,56.5,S
3,0,1,18.0,6.75,Q
3,1,1,26.0,7.92,S
3,0,1,23.0,7.92,S
3,1,1,22.0,8.96,S
3,0,0,28.0,7.9,S
3,0,1,28.0,7.78,S
3,0,1,25.0,7.75,Q
3,1,1,2.0,12.29,S
3,1,1,22.0,12.29,S
3,0,0,43.0,6.45,S
